rank,id,object_type,RA,Dec,constellation,major_axis_deg,minor_axis_deg,mag_v,mag_b,mag_proxy,wikipedia_url,common_names,identifiers
25,NGC2422,OCl,07:36:35.02,-14:28:57.4,Pup,19.8,,4.4,4.42,4.4,https://en.wikipedia.org/wiki/Messier_47,,MWSC 1278
26,NGC2287,OCl,06:45:59.94,-20:45:15.2,CMa,12.0,,4.5,4.89,4.5,https://en.wikipedia.org/wiki/Messier_41,,MWSC 0978
30,NGC7092,OCl,21:31:48.32,+48:26:17.4,Cyg,19.5,,4.6,4.66,4.6,https://en.wikipedia.org/wiki/Messier_39,,MWSC 3521
31,IC4725,OCl,18:31:46.77,-19:06:53.8,Sgr,14.1,,4.6,5.29,4.6,https://en.wikipedia.org/wiki/Messier_25,,MWSC 2940
39,NGC6254,GCl,16:57:08.99,-04:05:57.6,Oph,9.3,,4.98,,4.98,https://en.wikipedia.org/wiki/Messier_10,,MWSC 2498
42,NGC2168,OCl,06:09:05.06,+24:20:19.1,Gem,24.0,,5.1,5.31,5.1,https://en.wikipedia.org/wiki/Messier_35,,MWSC 0754
45,NGC1039,OCl,02:42:07.40,+42:44:46.1,Per,22.5,,5.2,5.37,5.2,https://en.wikipedia.org/wiki/Messier_34,,MWSC 0223
50,NGC6121,GCl,16:23:35.40,-26:31:31.9,Sco,28.2,,5.4,,5.4,https://en.wikipedia.org/wiki/Messier_4,,MWSC 2396
54,NGC6494,OCl,17:57:04.77,-18:59:07.2,Sgr,16.8,,5.5,6.03,5.5,https://en.wikipedia.org/wiki/Messier_23,,MWSC 2757
57,NGC6273,GCl,17:02:37.68,-26:16:04.6,Oph,7.5,,5.57,8.45,5.57,https://en.wikipedia.org/wiki/Messier_19,,MWSC 2519
59,NGC2099,OCl,05:52:18.35,+32:33:10.8,Aur,11.4,,5.6,6.19,5.6,https://en.wikipedia.org/wiki/Messier_37,,MWSC 0689
64,NGC6402,GCl,17:37:36.16,-03:14:45.3,Oph,,,5.73,9.55,5.73,https://en.wikipedia.org/wiki/Messier_14,,MWSC 2643
67,NGC2548,OCl,08:13:43.18,-05:45:01.6,Hya,28.2,,5.8,6.11,5.8,https://en.wikipedia.org/wiki/Messier_48,,MWSC 1454
73,NGC2323,OCl,07:02:40.47,-08:21:50.5,Mon,14.1,,5.9,6.27,5.9,https://en.wikipedia.org/wiki/Messier_50,,MWSC 1072
77,NGC6531,OCl,18:04:13.45,-22:29:24.2,Sgr,6.0,,5.9,,5.9,https://en.wikipedia.org/wiki/Messier_21,,MWSC 2796
78,NGC5904,GCl,15:18:33.75,+02:04:57.7,Se1,15.0,,5.95,7.34,5.95,https://en.wikipedia.org/wiki/Messier_5,,MWSC 2286
83,NGC1960,OCl,05:36:17.74,+34:08:26.7,Aur,7.2,,6.0,6.09,6.0,https://en.wikipedia.org/wiki/Messier_36,,MWSC 0594
88,NGC6218,GCl,16:47:14.52,-01:56:52.2,Oph,11.1,,6.07,8.52,6.07,https://en.wikipedia.org/wiki/Messier_12,,MWSC 2464
89,NGC2437,OCl,07:41:46.82,-14:48:36.0,Pup,21.0,,6.1,6.33,6.1,https://en.wikipedia.org/wiki/Messier_46,,MWSC 1313
93,NGC6838,GCl,19:53:46.11,+18:46:42.2,Sge,6.9,,6.1,7.91,6.1,https://en.wikipedia.org/wiki/Messier_71,,MWSC 3200
95,NGC6656,GCl,18:36:24.20,-23:54:12.3,Sgr,12.6,,6.17,7.16,6.17,https://en.wikipedia.org/wiki/Messier_22,,MWSC 2961
96,NGC2447,OCl,07:44:29.23,-23:51:11.1,Pup,15.0,,6.2,6.57,6.2,https://en.wikipedia.org/wiki/Messier_93,,MWSC 1324
98,NGC7089,GCl,21:33:27.01,-00:49:23.9,Aqr,8.4,,6.25,,6.25,https://en.wikipedia.org/wiki/Messier_2,,MWSC 3526
101,NGC7078,GCl,21:29:58.38,+12:10:00.6,Peg,11.1,,6.3,3.0,6.3,https://en.wikipedia.org/wiki/Messier_15,,"IRAS 21274+1156,MWSC 3518,PN G065.0-27.3"
109,NGC1912,OCl,05:28:42.49,+35:51:17.7,Aur,9.6,,6.4,6.69,6.4,https://en.wikipedia.org/wiki/Messier_38,,MWSC 0557
112,NGC6809,GCl,19:39:59.40,-30:57:43.5,Sgr,12.0,,6.49,,6.49,https://en.wikipedia.org/wiki/Messier_55,,MWSC 3150
122,NGC6341,GCl,17:17:07.27,+43:08:11.5,Her,14.4,,6.52,,6.52,https://en.wikipedia.org/wiki/Messier_92,,MWSC 2557
127,NGC6913,OCl,20:23:57.77,+38:30:27.6,Cyg,3.6,,6.6,7.3,6.6,https://en.wikipedia.org/wiki/Messier_29,,MWSC 3329
142,NGC2682,OCl,08:51:20.13,+11:48:43.0,Cnc,33.0,,6.9,7.6,6.9,https://en.wikipedia.org/wiki/Messier_67,,MWSC 1585
144,NGC7654,OCl,23:24:48.40,+61:35:35.4,Cas,9.9,,6.9,,6.9,https://en.wikipedia.org/wiki/Messier_52,,MWSC 3725
147,NGC6613,OCl,18:19:58.49,-17:06:07.1,Sgr,6.0,,6.9,7.24,6.9,https://en.wikipedia.org/wiki/Messier_18,,MWSC 2892
149,NGC6626,GCl,18:24:32.89,-24:52:11.4,Sgr,5.1,,6.9,,6.9,https://en.wikipedia.org/wiki/Messier_28,,MWSC 2908
166,NGC7099,GCl,21:40:22.02,-23:10:44.7,Cap,9.0,,7.1,,7.1,https://en.wikipedia.org/wiki/Messier_30,,MWSC 3543
183,NGC5236,G,13:37:00.95,-29:51:55.5,Hya,13.61,13.21,7.21,7.82,7.21,https://en.wikipedia.org/wiki/Messier_83,Southern Pinwheel Galaxy,"2MASX J13370091-2951567,ESO 444-081,ESO-LV 444-0810,IRAS 13341-2936,MCG -05-32-050,PGC 048082,UGCA 366"
192,NGC6093,GCl,16:17:02.51,-22:58:30.4,Sco,5.7,,7.3,,7.3,https://en.wikipedia.org/wiki/Messier_80,,MWSC 2376
196,NGC6266,GCl,17:01:12.60,-30:06:44.5,Oph,7.8,,7.39,8.55,7.39,https://en.wikipedia.org/wiki/Messier_62,,MWSC 2512
208,NGC0581,OCl,01:33:21.81,+60:39:28.8,Cas,4.5,,7.4,7.72,7.4,https://en.wikipedia.org/wiki/Messier_103,,MWSC 0124
232,NGC6715,GCl,18:55:03.27,-30:28:42.6,Sgr,5.1,,7.7,,7.7,https://en.wikipedia.org/wiki/Messier_54,,MWSC 3023
238,NGC5024,GCl,13:12:55.23,+18:10:08.8,Com,9.0,,7.79,8.95,7.79,https://en.wikipedia.org/wiki/Messier_53,,MWSC 2094
253,NGC4590,GCl,12:39:28.01,-26:44:34.9,Hya,6.6,,7.96,10.26,7.96,https://en.wikipedia.org/wiki/Messier_68,,MWSC 2059
261,NGC2068,RfN,05:46:45.82,+00:04:45.5,Ori,4.5,,8.0,8.0,8.0,https://en.wikipedia.org/wiki/Messier_78,,MWSC 0664
270,NGC0221,G,00:42:41.83,+40:51:55.0,And,7.74,4.86,8.13,8.89,8.13,https://en.wikipedia.org/wiki/Messier_32,,"2MASX J00424182+4051546,IRAS 00399+4035,MCG +07-02-015,PGC 002555,UGC 00452"
271,NGC0205,G,00:40:22.08,+41:41:07.1,And,16.22,9.59,8.15,8.9,8.15,https://en.wikipedia.org/wiki/Messier_110,,"2MASX J00402207+4141070,IRAS 00376+4124,MCG +07-02-014,PGC 002429,UGC 00426"
272,NGC1904,GCl,05:24:10.59,-24:31:27.2,Lep,7.2,,8.16,9.21,8.16,https://en.wikipedia.org/wiki/Messier_79,,MWSC 0528
285,NGC4736,G,12:50:53.06,+41:07:13.6,CVn,7.74,6.68,8.24,8.71,8.24,https://en.wikipedia.org/wiki/Messier_94,,"2MASX J12505314+4107125,IRAS 12485+4123,MCG +07-26-058,PGC 043495,UGC 07996"
286,NGC6864,GCl,20:06:04.84,-21:55:20.0,Sgr,3.6,,8.26,,8.26,https://en.wikipedia.org/wiki/Messier_75,,"2MASX J20060484-2155201,MWSC 3254"
287,NGC4472,G,12:29:46.76,+08:00:01.7,Vir,10.21,8.38,8.28,9.35,8.28,https://en.wikipedia.org/wiki/Messier_49,,"2MASX J12294679+0800014,MCG +01-32-083,PGC 041220,SDSS J122946.76+080001.7,UGC 07629"
297,NGC6637,GCl,18:31:23.23,-32:20:52.7,Sgr,5.7,,8.31,9.32,8.31,https://en.wikipedia.org/wiki/Messier_69,,MWSC 2936
303,NGC6779,GCl,19:16:35.51,+30:11:04.2,Lyr,5.8,,8.4,8.9,8.4,https://en.wikipedia.org/wiki/Messier_56,,MWSC 3077
311,NGC6333,GCl,17:19:11.78,-18:30:58.5,Oph,6.9,,8.42,9.36,8.42,https://en.wikipedia.org/wiki/Messier_9,,MWSC 2567
312,NGC2403,G,07:36:51.40,+65:36:09.2,Cam,19.95,10.07,8.43,8.83,8.43,https://en.wikipedia.org/wiki/NGC_2403,,"2MASX J07365139+6536091,C 007,IRAS 07321+6543,MCG +11-10-007,PGC 021396,UGC 03918"
327,NGC4826,G,12:56:43.64,+21:40:58.7,Com,10.52,5.33,8.52,9.27,8.52,https://en.wikipedia.org/wiki/Messier_64,"Black Eye Galaxy,Evil Eye Galaxy","2MASX J12564369+2140575,IRAS 12542+2157,MCG +04-31-001,PGC 044182,UGC 08062"
329,NGC0055,G,00:14:53.60,-39:11:47.9,Scl,29.85,3.05,8.54,8.39,8.54,https://en.wikipedia.org/wiki/NGC_55,,"2MASX J00145360-3911478,C 072,ESO 293-050,ESO-LV 293-0500,IRAS 00125-3928,MCG -07-01-013,PGC 001014"
337,NGC5055,G,13:15:49.33,+42:01:45.4,CVn,11.83,7.16,8.61,9.32,8.61,https://en.wikipedia.org/wiki/Messier_63,Sunflower Galaxy,"2MASX J13154932+4201454,IRAS 13135+4217,MCG +07-27-054,PGC 046153,SDSS J131549.26+420145.8,UGC 08334"
339,NGC0300,G,00:54:53.48,-37:41:03.8,Scl,19.41,13.06,8.66,8.77,8.66,https://en.wikipedia.org/wiki/NGC_300,,"2MASX J00545347-3741037,C 070,ESO 295-020,ESO-LV 295-0200,IRAS 00525-3757,MCG -06-03-005,PGC 003238"
341,NGC1269,G,03:17:18.59,-41:06:29.0,Eri,11.17,9.93,8.7,9.42,8.7,https://en.wikipedia.org/wiki/NGC_1269,,"2MASX J03171859-4106290,ESO 301-002,ESO-LV 301-0020,IRAS 03154-4117,MCG -07-07-008,PGC 012209"
343,NGC4649,G,12:43:39.98,+11:33:09.7,Vir,6.78,5.45,8.79,9.79,8.79,https://en.wikipedia.org/wiki/Messier_60,,"2MASS J12434000+1133099,2MASX J12434000+1133093,MCG +02-33-002,PGC 042831,SDSS J124339.97+113309.7,UGC 07898"
353,NGC6171,GCl,16:32:31.92,-13:03:13.1,Oph,7.8,,8.85,9.96,8.85,https://en.wikipedia.org/wiki/Messier_107,,MWSC 2422
354,NGC4406,G,12:26:11.74,+12:56:46.4,Vir,11.53,8.43,8.86,9.74,8.86,https://en.wikipedia.org/wiki/Messier_86,,"2MASX J12261181+1256454,MCG +02-32-046,PGC 040653,SDSS J122611.75+125646.3,UGC 07532"
358,NGC6694,OCl,18:45:18.66,-09:23:01.0,Sct,6.0,,8.87,8.0,8.87,https://en.wikipedia.org/wiki/Messier_26,,MWSC 2987
367,NGC6994,Other,20:58:55.97,-12:38:07.8,Aqr,,,8.9,,8.9,https://en.wikipedia.org/wiki/Messier_73,,
368,NGC2903,G,09:32:10.11,+21:30:03.0,Leo,11.94,5.28,8.91,9.53,8.91,https://en.wikipedia.org/wiki/NGC_2903,,"2MASX J09321011+2130029,IRAS 09293+2143,MCG +04-23-009,PGC 027077,UGC 05079"
369,NGC3627,G,11:20:14.96,+12:59:29.5,Leo,10.28,4.61,8.92,9.73,8.92,https://en.wikipedia.org/wiki/Messier_66,,"2MASX J11201502+1259286,IRAS 11176+1315,MCG +02-29-019,PGC 034695,SDSS J112014.98+125929.4,UGC 06346"
370,NGC6981,GCl,20:53:27.91,-12:32:13.4,Aqr,4.5,,8.96,9.95,8.96,https://en.wikipedia.org/wiki/Messier_72,,MWSC 3419
373,NGC1982,HII,05:35:31.38,-05:16:02.9,Ori,20.0,15.0,9.0,9.0,9.0,https://en.wikipedia.org/wiki/Messier_43,Mairan's Nebula,2MASS J05353135-0516026
374,NGC4486,G,12:30:49.42,+12:23:28.0,Vir,7.11,6.67,9.0,9.65,9.0,https://en.wikipedia.org/wiki/Messier_87,Virgo Galaxy,"2MASX J12304942+1223279,IRAS 12282+1240,MCG +02-32-105,PGC 041361,SDSS J123049.41+122328.1,UGC 07654"
384,NGC4382,G,12:25:24.11,+18:11:29.4,Com,6.95,5.35,9.05,9.94,9.05,https://en.wikipedia.org/wiki/Messier_85,,"2MASX J12252405+1811278,MCG +03-32-029,PGC 040515,SDSS J122524.06+181127.7,UGC 07508"
385,NGC6681,GCl,18:43:12.64,-32:17:30.8,Sgr,6.6,,9.06,9.76,9.06,https://en.wikipedia.org/wiki/Messier_70,,MWSC 2981
394,NGC3521,G,11:05:48.58,-00:02:09.1,Leo,8.32,4.47,9.11,9.9,9.11,https://en.wikipedia.org/wiki/NGC_3521,,"2MASX J11054859-0002092,IRAS 11032+0014,MCG +00-28-030,PGC 033550,UGC 06150"
395,NGC0185,G,00:38:57.97,+48:20:14.6,Cas,12.94,10.76,9.2,10.15,9.2,https://en.wikipedia.org/wiki/NGC_185,,"2MASX J00385796+4820145,C 018,IRAS 00362+4803,MCG +08-02-010,PGC 002329,UGC 00396"
400,IC0127,G,01:29:47.61,-06:58:48.2,Cet,1.69,0.45,9.2,14.83,9.2,https://en.wikipedia.org/wiki/IC_127,,"2MASX J01294759-0658482,MCG -01-04-057,PGC 005581"
402,NGC0247,G,00:47:08.55,-20:45:37.4,Cet,19.68,5.55,9.21,9.67,9.21,https://en.wikipedia.org/wiki/NGC_247,,"2MASX J00470855-2045374,C 062,ESO 540-022,ESO-LV 540-0220,MCG -04-03-005,PGC 002758,UGCA 011"
403,NGC3368,G,10:46:45.74,+11:49:11.8,Leo,8.26,5.51,9.21,10.08,9.21,https://en.wikipedia.org/wiki/Messier_96,,"2MASX J10464574+1149117,IRAS 10441+1205,MCG +02-28-006,PGC 032192,SDSS J104645.67+114911.8,UGC 05882"
405,NGC6744,G,19:09:46.10,-63:51:27.1,Pav,15.67,9.75,9.25,9.14,9.25,https://en.wikipedia.org/wiki/NGC_6744,,"2MASX J19094609-6351271,C 101,ESO 104-042,ESO-LV 104-0420,IRAS 19051-6357,PGC 062836"
406,NGC3379,G,10:47:49.59,+12:34:53.8,Leo,4.89,4.25,9.27,10.23,9.27,https://en.wikipedia.org/wiki/Messier_105,,"2MASX J10474959+1234538,MCG +02-28-011,PGC 032256,UGC 05902"
407,NGC4258,G,12:18:57.50,+47:18:14.3,CVn,16.98,7.24,9.29,9.12,9.29,https://en.wikipedia.org/wiki/Messier_106,,"2MASX J12185761+4718133,MCG +08-22-104,PGC 039600,SDSS J121857.50+471814.2,UGC 07353"
408,NGC7793,G,23:57:49.83,-32:35:27.7,Scl,10.42,6.05,9.29,9.7,9.29,https://en.wikipedia.org/wiki/NGC_7793,,"2MASX J23574982-3235277,ESO 349-012,ESO-LV 349-0120,IRAS 23552-3252,MCG -06-01-009,PGC 073049"
409,NGC1068,G,02:42:40.71,-00:00:47.8,Cet,6.11,5.61,9.29,9.74,9.29,https://en.wikipedia.org/wiki/Messier_77,,"2MASX J02424077-0000478,IRAS 02401-0013,MCG +00-07-083,PGC 010266,UGC 02188"
414,NGC0628,G,01:36:41.75,+15:47:01.2,Psc,9.89,9.33,9.31,9.71,9.31,https://en.wikipedia.org/wiki/Messier_74,,"2MASX J01364177+1547004,IRAS 01340+1532,MCG +03-05-011,PGC 005974,UGC 01149"
415,NGC1553,G,04:16:10.47,-55:46:48.5,Dor,6.25,4.29,9.31,10.28,9.31,https://en.wikipedia.org/wiki/NGC_1553,,"2MASX J04161046-5546485,ESO 157-017,ESO-LV 157-0170,IRAS 04150-5554,PGC 014765"
416,NGC3623,G,11:18:55.92,+13:05:32.5,Leo,7.64,1.97,9.32,10.14,9.32,https://en.wikipedia.org/wiki/Messier_65,,"2MASX J11185595+1305319,IRAS 11163+1322,MCG +02-29-018,PGC 034612,UGC 06328"
417,NGC4697,G,12:48:35.88,-05:48:02.7,Vir,7.14,4.16,9.37,10.25,9.37,https://en.wikipedia.org/wiki/NGC_4697,,"2MASX J12483590-0548030,C 052,MCG -01-33-010,PGC 043276,UGCA 300"
419,NGC4725,G,12:50:26.58,+25:30:02.9,Com,9.71,7.1,9.38,9.92,9.38,https://en.wikipedia.org/wiki/NGC_4725,,"2MASX J12502661+2530027,MCG +04-30-022,PGC 043451,SDSS J125026.57+253002.7,UGC 07989"
420,NGC1399,G,03:38:29.03,-35:27:02.4,For,8.51,7.69,9.4,10.42,9.4,https://en.wikipedia.org/wiki/NGC_1399,,"2MASX J03382908-3527026,ESO 358-045,ESO-LV 358-0450,MCG -06-09-012,PGC 013418"
430,NGC2997,G,09:45:38.79,-31:11:27.9,Ant,10.26,6.21,9.41,10.04,9.41,https://en.wikipedia.org/wiki/NGC_2997,,"2MASX J09453879-3111279,ESO 434-035,ESO-LV 434-0350,MCG -05-23-012,PGC 027978,UGCA 181"
431,NGC7331,G,22:37:04.01,+34:24:55.9,Peg,9.27,3.76,9.41,10.2,9.41,https://en.wikipedia.org/wiki/NGC_7331,,"2MASX J22370410+3424573,C 030,IRAS 22347+3409,MCG +06-49-045,PGC 069327,SDSS J223704.05+342456.8,UGC 12113"
432,NGC4365,G,12:24:28.28,+07:19:03.6,Vir,5.12,3.66,9.43,10.5,9.43,https://en.wikipedia.org/wiki/NGC_4365,,"2MASX J12242822+0719030,MCG +01-32-048,PGC 040375,UGC 07488"
435,NGC3628,G,11:20:16.97,+13:35:22.9,Leo,11.04,3.44,9.45,9.97,9.45,https://en.wikipedia.org/wiki/NGC_3628,,"2MASX J11201701+1335221,IRAS 11176+1351,MCG +02-29-020,PGC 034697,SDSS J112017.01+133522.8,SDSS J112017.01+133522.9,UGC 06350"
436,NGC1023,G,02:40:24.01,+39:03:47.8,Per,7.4,3.06,9.47,9.56,9.47,https://en.wikipedia.org/wiki/NGC_1023,,"2MASX J02402401+3903477,MCG +06-06-073,PGC 010123,UGC 02154"
437,NGC4321,G,12:22:54.83,+15:49:18.5,Com,6.1,5.62,9.47,10.01,9.47,https://en.wikipedia.org/wiki/Messier_100,,"2MASX J12225489+1549205,IRAS 12204+1605,MCG +03-32-015,PGC 040153,SDSS J122254.91+154920.2,UGC 07450"
440,NGC1313,G,03:18:16.05,-66:29:53.7,Ret,11.07,9.14,9.49,9.65,9.49,https://en.wikipedia.org/wiki/NGC_1313,,"2MASX J03181604-6629537,ESO 082-011,ESO-LV 82-0110,IRAS 03176-6640,PGC 012286"
447,NGC4699,G,12:49:02.23,-08:39:53.5,Vir,3.99,3.02,9.53,10.38,9.53,https://en.wikipedia.org/wiki/NGC_4699,,"2MASX J12490218-0839514,IRAS 12464-0823,MCG -01-33-013,PGC 043321,SDSS J124902.19-083951.8,UGCA 301"
448,IC1613,G,01:04:47.79,+02:07:04.0,Cet,18.32,17.14,9.54,10.01,9.54,https://en.wikipedia.org/wiki/IC_1613,,"C 051,MCG +00-03-070,PGC 003844,UGC 00668"
449,NGC4569,G,12:36:49.79,+13:09:46.6,Vir,9.12,3.82,9.54,10.18,9.54,https://en.wikipedia.org/wiki/Messier_90,,"2MASX J12364981+1309463,IRAS 12343+1326,MCG +02-32-155,PGC 042089,SDSS J123649.79+130946.5,UGC 07786"
450,NGC3621,G,11:18:16.51,-32:48:50.6,Hya,9.79,4.03,9.55,10.1,9.55,https://en.wikipedia.org/wiki/NGC_3621,,"2MASX J11181630-3248453,ESO 377-037,ESO-LV 377-0370,IRAS 11158-3232,MCG -05-27-008,PGC 034554,UGCA 232"
451,NGC1398,G,03:38:52.13,-26:20:16.2,For,6.95,4.91,9.55,10.55,9.55,https://en.wikipedia.org/wiki/NGC_1398,,"2MASX J03385213-2620162,ESO 482-022,ESO-LV 482-0220,IRAS 03367-2629,MCG -04-09-040,PGC 013434"
454,NGC4621,G,12:42:02.24,+11:38:49.3,Vir,4.55,3.21,9.56,10.57,9.56,https://en.wikipedia.org/wiki/Messier_59,,"2MASX J12420232+1138489,MCG +02-32-183,PGC 042628,SDSS J124202.25+113848.8,UGC 07858"
455,NGC5195,G,13:29:59.59,+47:15:58.1,CVn,5.5,4.36,9.58,10.5,9.58,https://en.wikipedia.org/wiki/NGC_5195,,"2MASX J13295958+4715580,IRAS 13278+4731,MCG +08-25-014,PGC 047413,UGC 08494"
457,NGC4526,G,12:34:03.09,+07:41:58.3,Vir,6.95,2.47,9.59,10.55,9.59,https://en.wikipedia.org/wiki/NGC_4526,,"2MASX J12340302+0741569,IRAS 12315+0758,MCG +01-32-100,PGC 041772,SDSS J123402.98+074157.4,UGC 07718"
459,NGC3923,G,11:51:01.69,-28:48:21.7,Hya,6.89,4.55,9.6,10.76,9.6,https://en.wikipedia.org/wiki/NGC_3923,,"2MASX J11510178-2848223,ESO 440-017,ESO-LV 440-0170,MCG -05-28-012,PGC 037061"
471,NGC4449,G,12:28:11.10,+44:05:37.1,CVn,4.66,2.71,9.64,9.5,9.64,https://en.wikipedia.org/wiki/NGC_4449,,"2MASX J12281111+4405368,C 021,MCG +07-26-009,PGC 040973,SDSS J122811.10+440537.0,UGC 07592"
472,NGC1407,G,03:40:11.86,-18:34:48.4,Eri,5.73,5.27,9.65,10.69,9.65,https://en.wikipedia.org/wiki/NGC_1407,,"2MASX J03401190-1834493,ESO 548-067,ESO-LV 548-0670,MCG -03-10-030,PGC 013505"
473,NGC1395,G,03:38:29.75,-23:01:39.1,Eri,4.71,3.97,9.65,10.6,9.65,https://en.wikipedia.org/wiki/NGC_1395,,"2MASX J03382978-2301396,ESO 482-019,ESO-LV 482-0190,MCG -04-09-039,PGC 013419"
476,NGC4753,G,12:52:22.11,-01:11:58.9,Vir,6.49,3.06,9.66,10.57,9.66,https://en.wikipedia.org/wiki/NGC_4753,,"2MASX J12522211-0111588,IRAS 12498-0055,MCG +00-33-016,PGC 043671,SDSS J125222.06-011158.4,UGC 08009"
477,IC0342,G,03:46:48.50,+68:05:46.9,Cam,19.77,18.79,,9.68,9.68,https://en.wikipedia.org/wiki/IC_342,,"2MASX J03464851+6805459,C 005,IRAS 03419+6756,MCG +11-05-003,PGC 013826,UGC 02847"
480,NGC2683,G,08:52:41.33,+33:25:18.3,Lyn,9.48,2.7,9.69,9.99,9.69,https://en.wikipedia.org/wiki/NGC_2683,,"2MASX J08524134+3325184,IRAS 08495+3336,MCG +06-20-011,PGC 024930,UGC 04641"
481,NGC3585,G,11:13:17.09,-26:45:17.4,Hya,6.61,3.27,9.69,10.81,9.69,https://en.wikipedia.org/wiki/NGC_3585,,"2MASX J11131710-2645179,ESO 502-025,ESO-LV 502-0250,MCG -04-27-004,PGC 034160"
