rank,id,object_type,RA,Dec,constellation,major_axis_deg,minor_axis_deg,mag_v,mag_b,mag_proxy,wikipedia_url,common_names,identifiers
892,NGC7606,G,23:19:04.78,-08:29:06.3,Aqr,5.26,4.47,11.0,11.59,11.0,https://en.wikipedia.org/wiki/NGC_7606,,"2MASX J23190480-0829065,IRAS 23164-0845,MCG -02-59-012,PGC 071047,SDSS J231904.77-082906.3,SDSS J231904.78-082906.3"
895,NGC3091,G,10:00:14.29,-19:38:13.1,Hya,3.69,2.18,11.0,12.13,11.0,https://en.wikipedia.org/wiki/NGC_3091,,"2MASX J10001412-1938113,ESO 566-041,ESO-LV 566-0410,MCG -03-26-007,PGC 028927"
896,NGC7144,G,21:52:42.43,-48:15:13.5,Gru,3.41,3.2,11.0,11.69,11.0,https://en.wikipedia.org/wiki/NGC_7144,,"2MASX J21524246-4815142,ESO 237-011,ESO-LV 237-0110,PGC 067557"
897,NGC5850,G,15:07:07.69,+01:32:39.3,Vir,3.35,2.37,11.0,11.89,11.0,https://en.wikipedia.org/wiki/NGC_5850,,"2MASX J15070767+0132394,IRAS 15045+0144,MCG +00-39-002,PGC 053979,SDSS J150707.68+013239.2,SDSS J150707.68+013240.2,SDSS J150707.69+013239.3,UGC 09715"
903,NGC7640,G,23:22:06.58,+40:50:43.5,And,8.09,1.67,11.01,11.61,11.01,https://en.wikipedia.org/wiki/NGC_7640,,"2MASX J23220658+4050435,IRAS 23197+4034,MCG +07-48-002,PGC 071220,UGC 12554"
904,NGC4984,G,13:08:57.23,-15:30:58.7,Vir,3.37,2.5,11.01,12.19,11.01,https://en.wikipedia.org/wiki/NGC_4984,,"2MASX J13085721-1530586,IRAS 13062-1514,MCG -02-34-004,PGC 045585"
905,NGC5474,G,14:05:01.61,+53:39:44.0,UMa,2.39,1.57,11.01,11.48,11.01,https://en.wikipedia.org/wiki/NGC_5474,,"2MASX J14050160+5339439,IRAS 14032+5353,MCG +09-23-032,PGC 050216,SDSS J140501.41+533944.4,UGC 09013"
906,NGC3511,G,11:03:23.77,-23:05:12.4,Crt,6.04,2.0,11.02,11.54,11.02,https://en.wikipedia.org/wiki/NGC_3511,,"2MASX J11032376-2305124,ESO 502-013,ESO-LV 502-0130,IRAS 11009-2248,MCG -04-26-020,PGC 033385,UGCA 223"
907,NGC4388,G,12:25:46.75,+12:39:43.5,Vir,5.38,1.29,11.02,11.73,11.02,https://en.wikipedia.org/wiki/NGC_4388,,"2MASX J12254682+1239434,IRAS 12232+1256,MCG +02-32-041,PGC 040581,SDSS J122546.72+123942.7,UGC 07520"
908,NGC2640,G,08:37:24.62,-55:07:25.5,Car,4.67,4.0,11.02,12.08,11.02,https://en.wikipedia.org/wiki/NGC_2640,,"2MASX J08372462-5507254,ESO 165-002,IRAS 08360-5456,PGC 024229"
909,NGC5585,G,14:19:48.20,+56:43:44.6,UMa,4.27,2.62,11.02,11.39,11.02,https://en.wikipedia.org/wiki/NGC_5585,,"2MASX J14194820+5643445,IRAS 14182+5657,MCG +10-20-094,PGC 051210,SDSS J141948.25+564342.2,UGC 09179"
910,NGC4461,G,12:29:03.01,+13:11:01.5,Vir,3.61,1.23,11.02,11.92,11.02,https://en.wikipedia.org/wiki/NGC_4461,,"2MASX J12290301+1311018,MCG +02-32-084,PGC 041111,SDSS J122903.00+131101.7,UGC 07613"
911,NGC5921,G,15:21:56.56,+05:04:13.9,Se1,3.02,2.03,11.02,11.68,11.02,https://en.wikipedia.org/wiki/NGC_5921,,"2MASX J15215656+0504139,IRAS 15194+0514,MCG +01-39-021,PGC 054849,SDSS J152156.48+050414.2,UGC 09824"
912,NGC1087,G,02:46:25.16,-00:29:55.1,Cet,2.97,1.8,11.02,11.52,11.02,https://en.wikipedia.org/wiki/NGC_1087,,"2MASX J02462517-0029553,IRAS 02438-0042,MCG +00-08-009,PGC 010496,SDSS J024625.15-002955.2,SDSS J024625.16-002955.1,SDSS J024625.17-002955.3,SDSS J024625.32-002956.4,UGC 02245"
913,NGC3250,G,10:26:32.28,-39:56:38.2,Ant,2.96,2.2,11.02,12.16,11.02,https://en.wikipedia.org/wiki/NGC_3250,,"2MASX J10263227-3956380,ESO 317-026,ESO-LV 317-0260,MCG -07-22-007,PGC 030671"
914,NGC1379,G,03:36:03.95,-35:26:28.3,For,2.66,2.55,11.02,11.84,11.02,https://en.wikipedia.org/wiki/NGC_1379,,"2MASX J03360393-3526282,ESO 358-027,ESO-LV 358-0270,MCG -06-09-001,PGC 013299"
915,NGC5353,G,13:53:26.69,+40:16:58.9,CVn,2.37,1.18,11.02,11.99,11.02,https://en.wikipedia.org/wiki/NGC_5353,,"2MASX J13532674+4016592,MCG +07-29-010,PGC 049356,SDSS J135326.72+401659.4,UGC 08813"
916,NGC3193,G,10:18:24.90,+21:53:38.3,Leo,2.36,2.16,11.02,11.99,11.02,https://en.wikipedia.org/wiki/NGC_3193,,"2MASX J10182488+2153383,MCG +04-24-027,PGC 030099,UGC 05562"
917,NGC5557,G,14:18:25.72,+36:29:36.8,Boo,2.28,1.12,11.02,11.93,11.02,https://en.wikipedia.org/wiki/NGC_5557,,"2MASX J14182570+3629372,MCG +06-31-093,PGC 051104,SDSS J141825.72+362936.8,UGC 09161"
919,NGC7582,G,23:18:23.50,-42:22:14.0,Gru,6.95,3.18,11.03,11.36,11.03,https://en.wikipedia.org/wiki/NGC_7582,,"2MASX J23182362-4222140,ESO 291-016,ESO-LV 291-0160,IRAS 23156-4238,MCG -07-47-029,PGC 071001"
920,NGC4242,G,12:17:30.18,+45:37:09.5,CVn,3.8,2.67,11.03,11.59,11.03,https://en.wikipedia.org/wiki/NGC_4242,,"MCG +08-22-098,PGC 039423,SDSS J121730.17+453709.4,SDSS J121730.18+453709.5,UGC 07323"
921,NGC4394,G,12:25:55.53,+18:12:50.6,Com,3.48,3.35,11.03,11.63,11.03,https://en.wikipedia.org/wiki/NGC_4394,,"2MASX J12255562+1812501,IRAS 12234+1829,MCG +03-32-035,PGC 040614,UGC 07523"
922,NGC1385,G,03:37:28.85,-24:30:01.1,For,3.4,2.13,11.03,11.46,11.03,https://en.wikipedia.org/wiki/NGC_1385,,"2MASX J03372832-2430046,ESO 482-016,ESO-LV 482-0160,IRAS 03353-2439,MCG -04-09-036,PGC 013368"
923,NGC2950,G,09:42:35.15,+58:51:04.6,UMa,2.62,1.65,11.03,11.93,11.03,https://en.wikipedia.org/wiki/NGC_2950,,"2MASX J09423511+5851043,MCG +10-14-032,PGC 027765,SDSS J094235.14+585104.5,UGC 05176"
925,NGC2293,G,06:47:42.91,-26:45:15.7,CMa,4.41,3.44,11.04,12.23,11.04,https://en.wikipedia.org/wiki/NGC_2293,,"2MASX J06474291-2645156,ESO 490-049,ESO-LV 490-0490,MCG -04-16-023,PGC 019619"
926,NGC7418,G,22:56:36.16,-37:01:48.3,Gru,3.66,2.83,11.04,11.69,11.04,https://en.wikipedia.org/wiki/NGC_7418,,"2MASX J22563615-3701482,ESO 406-025,ESO-LV 406-0250,IRAS 22538-3717,MCG -06-50-013,PGC 070069"
927,NGC6861,G,20:07:19.48,-48:22:12.8,Tel,3.18,2.36,11.04,12.07,11.04,https://en.wikipedia.org/wiki/NGC_6861,,"2MASX J20071948-4822129,ESO 233-032,ESO-LV 233-0320,IRAS 20037-4830,PGC 064136"
928,NGC6753,G,19:11:23.64,-57:02:58.4,Pav,2.97,2.6,11.04,11.91,11.04,https://en.wikipedia.org/wiki/NGC_6753,,"2MASX J19112363-5702584,ESO 184-022,ESO-LV 184-0220,IRAS 19071-5707,PGC 062870"
929,NGC1052,G,02:41:04.80,-08:15:20.8,Cet,2.94,2.07,11.04,11.45,11.04,https://en.wikipedia.org/wiki/NGC_1052,,"2MASX J02410480-0815209,IRAS 02386-0828,MCG -01-07-034,PGC 010175"
930,NGC4469,G,12:29:28.03,+08:44:59.7,Vir,2.86,1.05,11.04,12.0,11.04,https://en.wikipedia.org/wiki/NGC_4469,,"2MASX J12292799+0845006,IRAS 12269+0901,MCG +02-32-089,PGC 041164,SDSS J122928.02+084459.7,SDSS J122928.03+084459.7,UGC 07622"
933,NGC3189,G,10:18:05.63,+21:49:56.3,Leo,3.64,1.22,11.05,11.88,11.05,https://en.wikipedia.org/wiki/NGC_3189,,"2MASX J10180564+2149549,IRAS 10153+2204,MCG +04-24-026,PGC 030083,SDSS J101805.65+214956.0,UGC 05559"
934,NGC1073,G,02:43:40.52,+01:22:34.0,Cet,3.54,2.23,11.05,11.68,11.05,https://en.wikipedia.org/wiki/NGC_1073,,"2MASX J02434059+0122331,IRAS 02411+0109,MCG +00-08-001,PGC 010329,UGC 02210"
935,NGC2855,G,09:21:27.49,-11:54:34.2,Hya,3.45,1.85,11.05,12.55,11.05,https://en.wikipedia.org/wiki/NGC_2855,,"2MASX J09212749-1154341,IRAS 09190-1141,MCG -02-24-015,PGC 026483,UGCA 161"
936,NGC7332,G,22:37:24.54,+23:47:54.0,Peg,2.95,0.71,11.05,11.96,11.05,https://en.wikipedia.org/wiki/NGC_7332,,"2MASX J22372452+2347540,MCG +04-53-008,PGC 069342,UGC 12115"
939,NGC2207,G,06:16:22.03,-21:22:21.6,CMa,4.86,2.71,11.06,12.13,11.06,https://en.wikipedia.org/wiki/NGC_2207,,"2MASX J06162209-2122217,ESO 556-008,ESO-LV 556-0080,IRAS 06142-2121,MCG -04-15-020,PGC 018749,UGCA 124"
940,NGC4419,G,12:26:56.44,+15:02:50.6,Com,3.89,1.3,11.06,11.98,11.06,https://en.wikipedia.org/wiki/NGC_4419,,"2MASX J12265643+1502507,IRAS 12244+1519,MCG +03-32-038,PGC 040772,SDSS J122656.42+150250.4,UGC 07551"
941,NGC1400,G,03:39:30.84,-18:41:17.1,Eri,2.81,2.52,11.06,11.93,11.06,https://en.wikipedia.org/wiki/NGC_1400,,"2MASX J03393085-1841172,ESO 548-062,ESO-LV 548-0620,IRAS 03372-1850,MCG -03-10-022,PGC 013470"
942,NGC7619,G,23:20:14.53,+08:12:22.5,Peg,2.53,1.97,11.06,12.11,11.06,https://en.wikipedia.org/wiki/NGC_7619,,"2MASX J23201452+0812226,MCG +01-59-052,PGC 071121,SDSS J232014.51+081222.4,UGC 12523"
943,NGC0864,G,02:15:27.64,+06:00:09.4,Cet,3.72,2.57,11.07,11.62,11.07,https://en.wikipedia.org/wiki/NGC_864,,"2MASX J02152764+0600094,IRAS 02128+0546,MCG +01-06-061,PGC 008631,UGC 01736"
944,NGC5982,G,15:38:39.83,+59:21:21.0,Dra,3.07,2.0,11.07,11.98,11.07,https://en.wikipedia.org/wiki/NGC_5982,,"2MASX J15383977+5921212,MCG +10-22-029,PGC 055674,SDSS J153839.82+592121.0,UGC 09961"
946,NGC4866,G,12:59:27.14,+14:10:15.8,Vir,5.77,0.98,11.08,12.0,11.08,https://en.wikipedia.org/wiki/NGC_4866,,"2MASX J12592713+1410157,MCG +02-33-045,PGC 044600,UGC 08102"
948,NGC4608,G,12:41:13.29,+10:09:20.4,Vir,2.88,2.49,11.08,11.91,11.08,https://en.wikipedia.org/wiki/NGC_4608,,"2MASX J12411328+1009208,MCG +02-32-177,PGC 042545,SDSS J124113.28+100920.3,UGC 07842"
949,NGC4041,G,12:02:12.20,+62:08:14.0,UMa,2.57,2.39,11.08,11.65,11.08,https://en.wikipedia.org/wiki/NGC_4041,,"2MASX J12021217+6208142,IRAS 11596+6224,MCG +10-17-129,PGC 037999,SDSS J120212.20+620813.9,SDSS J120212.20+620814.0,UGC 07014"
950,IC2469,G,09:23:01.06,-32:26:59.1,Pyx,5.79,1.17,11.09,12.14,11.09,https://en.wikipedia.org/wiki/IC_2469,,"2MASX J09230105-3226591,ESO 433-017,MCG -05-22-008,PGC 026561,UGCA 163"
951,NGC0578,G,01:30:29.09,-22:40:02.5,Cet,4.82,2.92,11.09,11.54,11.09,https://en.wikipedia.org/wiki/NGC_578,,"ESO 476-015,ESO-LV 476-0150,IRAS 01280-2255,MCG -04-04-020,PGC 005619,UGCA 018"
952,NGC4100,G,12:06:08.45,+49:34:57.7,UMa,4.56,1.3,11.09,11.71,11.09,https://en.wikipedia.org/wiki/NGC_4100,,"2MASX J12060860+4934563,IRAS 12036+4951,MCG +08-22-068,PGC 038370,SDSS J120608.45+493457.6,UGC 07095"
953,NGC7479,G,23:04:56.65,+12:19:22.4,Peg,3.65,2.72,11.09,11.73,11.09,https://en.wikipedia.org/wiki/NGC_7479,,"2MASX J23045666+1219223,C 044,IRAS 23024+1203,MCG +02-58-060,PGC 070419,SDSS J230456.65+121922.3,UGC 12343"
954,NGC3414,G,10:51:16.21,+27:58:30.4,LMi,2.67,1.37,11.09,12.06,11.09,https://en.wikipedia.org/wiki/NGC_3414,,"2MASX J10511624+2758298,MCG +05-26-021,PGC 032533,SDSS J105116.20+275830.3,UGC 05959"
958,NGC4709,G,12:50:03.88,-41:22:55.1,Cen,3.09,1.51,11.1,12.09,11.1,https://en.wikipedia.org/wiki/NGC_4709,,"2MASX J12500394-4122554,ESO 323-003,ESO-LV 323-0030,MCG -07-26-056,PGC 043423"
959,NGC4208,G,12:15:39.36,+13:54:05.4,Com,2.8,1.69,11.1,11.78,11.1,https://en.wikipedia.org/wiki/NGC_4208,,"2MASX J12153937+1354053,IRAS 12130+1411,MCG +02-31-070,PGC 039224,UGC 07275"
961,IC4662,G,17:47:08.87,-64:38:30.3,Pav,2.09,0.83,11.1,11.8,11.1,https://en.wikipedia.org/wiki/IC_4662,,"2MASX J17470919-6438192,2MASX J17471068-6438207,ESO 102-014,ESO-LV 102-0140,IRAS 17422-6437,PGC 060849,PGC 060851"
964,NGC4261,G,12:19:23.22,+05:49:30.8,Vir,4.25,3.35,11.11,11.18,11.11,https://en.wikipedia.org/wiki/NGC_4261,,"2MASX J12192326+0549289,MCG +01-31-052,PGC 039659,SDSS J121922.98+054930.4,SDSS J121922.98+054930.5,SDSS J121923.21+054929.6,SDSS J121923.21+054929.7,UGC 07360"
965,NGC1569,G,04:30:49.06,+64:50:52.6,Cam,3.91,2.16,11.11,11.79,11.11,https://en.wikipedia.org/wiki/NGC_1569,,"2MASX J04304918+6450525,IRAS 04260+6444,MCG +11-06-001,PGC 015345,TYC 4073-90-1,UGC 03056"
966,NGC4570,G,12:36:53.40,+07:14:47.9,Vir,3.88,0.94,11.11,11.71,11.11,https://en.wikipedia.org/wiki/NGC_4570,,"2MASX J12365340+0714479,MCG +01-32-114,PGC 042096,UGC 07785"
967,IC2163,G,06:16:27.98,-21:22:33.1,CMa,3.37,0.95,11.11,11.74,11.11,https://en.wikipedia.org/wiki/IC_2163,,"2MASX J06162800-2122330,ESO 556-009,ESO-LV 556-0090,MCG -04-15-021,PGC 018751,UGCA 125"
968,NGC6643,G,18:19:46.41,+74:34:06.1,Dra,3.32,1.63,11.11,11.76,11.11,https://en.wikipedia.org/wiki/NGC_6643,,"2MASX J18194636+7434062,IRAS 18212+7432,MCG +12-17-021,PGC 061742,UGC 11218"
969,NGC6340,G,17:10:24.85,+72:18:16.0,Dra,3.04,2.88,11.11,11.97,11.11,https://en.wikipedia.org/wiki/NGC_6340,,"2MASX J17102496+7218156,MCG +12-16-023,PGC 059742,SDSS J171024.84+721815.9,UGC 10762"
970,NGC4995,G,13:09:40.65,-07:50:00.3,Vir,2.43,1.49,11.11,11.92,11.11,https://en.wikipedia.org/wiki/NGC_4995,,"2MASX J13094065-0750002,IRAS 13070-0734,MCG -01-34-007,PGC 045643,UGCA 329"
971,NGC4448,G,12:28:15.43,+28:37:13.1,Com,1.58,1.04,11.11,12.04,11.11,https://en.wikipedia.org/wiki/NGC_4448,,"2MASX J12281542+2837130,IRAS 12257+2853,MCG +05-29-089,PGC 040988,UGC 07591"
972,IC5250A,G,22:47:17.50,-65:03:35.0,Tuc,1.51,1.31,11.11,12.56,11.11,https://en.wikipedia.org/wiki/IC5250A,,"ESO 109-022,PGC 069713"
973,NGC2280,G,06:44:49.11,-27:38:19.0,CMa,6.53,2.84,11.12,11.06,11.12,https://en.wikipedia.org/wiki/NGC_2280,,"2MASX J06444911-2738189,ESO 427-002,ESO-LV 427-0020,IRAS 06428-2735,MCG -05-16-020,PGC 019531,UGCA 131"
974,NGC0210,G,00:40:35.02,-13:52:22.1,Cet,4.98,3.02,11.12,11.72,11.12,https://en.wikipedia.org/wiki/NGC_210,,"2MASX J00403502-1352220,IRAS 00380-1408,MCG -02-02-081,PGC 002437"
975,NGC7145,G,21:53:20.24,-47:52:56.8,Gru,2.95,0.76,11.12,12.03,11.12,https://en.wikipedia.org/wiki/NGC_7145,,"2MASX J21532023-4752569,ESO 237-013,ESO-LV 237-0130,PGC 067583"
976,NGC2380,G,07:23:54.75,-27:31:44.6,CMa,2.52,2.4,11.12,12.29,11.12,https://en.wikipedia.org/wiki/NGC_2380,,"2MASX J07235474-2731446,ESO 492-012,ESO-LV 492-0120,MCG -05-18-005,PGC 020916"
977,NGC7626,G,23:20:42.55,+08:13:01.1,Peg,2.5,2.1,11.12,12.18,11.12,https://en.wikipedia.org/wiki/NGC_7626,,"2MASX J23204252+0813014,MCG +01-59-057,PGC 071140,UGC 12531"
978,NGC4638,G,12:42:47.42,+11:26:33.0,Vir,2.31,1.5,11.12,12.06,11.12,https://en.wikipedia.org/wiki/NGC_4638,,"2MASX J12424743+1126328,MCG +02-32-187,PGC 042728,SDSS J124247.42+112633.0,UGC 07880"
979,IC2375,G,08:26:19.67,-13:18:11.3,Pup,2.18,0.35,,,11.12,https://en.wikipedia.org/wiki/IC_2375,,"2MASX J08261966-1318113,MCG -02-22-014,PGC 023672"
980,NGC5483,G,14:10:25.03,-43:19:28.6,Cen,3.42,3.08,11.13,11.93,11.13,https://en.wikipedia.org/wiki/NGC_5483,,"2MASX J14102503-4319285,ESO 271-019,ESO-LV 271-0190,IRAS 14072-4305,MCG -07-29-008,PGC 050600"
981,NGC5087,G,13:20:24.96,-20:36:39.6,Vir,2.99,2.52,11.13,12.22,11.13,https://en.wikipedia.org/wiki/NGC_5087,,"2MASX J13202496-2036396,ESO 576-035,ESO-LV 576-0350,IRAS 13177-2021,MCG -03-34-050,PGC 046541,UGCA 350"
982,NGC7177,G,22:00:41.24,+17:44:17.0,Peg,2.85,1.93,11.13,11.86,11.13,https://en.wikipedia.org/wiki/NGC_7177,,"2MASX J22004125+1744172,MCG +03-56-003,PGC 067823,SDSS J220041.21+174417.5,UGC 11872"
983,NGC1596,G,04:27:38.11,-55:01:40.1,Dor,3.87,1.02,11.14,12.01,11.14,https://en.wikipedia.org/wiki/NGC_1596,,"2MASX J04273810-5501401,ESO 157-031,ESO-LV 157-0310,PGC 015153"
984,NGC2549,G,08:18:58.35,+57:48:11.0,Lyn,3.63,0.92,11.14,12.11,11.14,https://en.wikipedia.org/wiki/NGC_2549,,"2MASX J08185834+5748111,MCG +10-12-124,PGC 023313,SDSS J081858.35+574810.9,UGC 04313"
985,NGC1374,G,03:35:16.59,-35:13:34.5,For,2.86,2.65,11.14,12.01,11.14,https://en.wikipedia.org/wiki/NGC_1374,,"2MASX J03351659-3513345,ESO 358-023,ESO-LV 358-0230,MCG -06-08-029,PGC 013267"
987,NGC7213,G,22:09:16.31,-47:09:59.8,Gru,4.84,3.89,11.15,10.99,11.15,https://en.wikipedia.org/wiki/NGC_7213,,"2MASX J22091625-4709599,ESO 288-043,ESO-LV 288-0430,IRAS 22061-4724,PGC 068165"
988,NGC4062,G,12:04:03.83,+31:53:44.9,UMa,4.14,1.61,11.15,11.89,11.15,https://en.wikipedia.org/wiki/NGC_4062,,"2MASX J12040383+3153449,IRAS 12015+3210,MCG +05-29-004,PGC 038150,SDSS J120403.82+315344.8,SDSS J120403.83+315344.9,UGC 07045"
989,NGC4340,G,12:23:35.29,+16:43:20.5,Com,2.82,1.79,11.15,12.08,11.15,https://en.wikipedia.org/wiki/NGC_4340,,"2MASX J12233531+1643199,MCG +03-32-021,PGC 040245,SDSS J122335.28+164320.4,UGC 07467"
990,NGC6907,G,20:25:06.63,-24:48:33.0,Cap,3.33,2.68,11.16,11.92,11.16,https://en.wikipedia.org/wiki/NGC_6907,,"2MASX J20250664-2448335,ESO 528-003,ESO-LV 528-0030,IRAS 20221-2458,MCG -04-48-006,PGC 064650,UGCA 418"
991,NGC1700,G,04:56:56.31,-04:51:56.8,Eri,3.11,1.98,11.16,12.03,11.16,https://en.wikipedia.org/wiki/NGC_1700,,"2MASX J04565634-0451566,MCG -01-13-038,PGC 016386"
992,NGC2300,G,07:32:19.97,+85:42:34.2,Cep,3.05,2.34,11.16,12.18,11.16,https://en.wikipedia.org/wiki/NGC_2300,,"2MASX J07322048+8542319,MCG +14-04-031,PGC 021231,UGC 03798"
993,NGC3078,G,09:58:24.61,-26:55:36.0,Hya,3.04,2.48,11.16,12.07,11.16,https://en.wikipedia.org/wiki/NGC_3078,,"2MASX J09582458-2655356,ESO 499-027,ESO-LV 499-0270,MCG -04-24-009,PGC 028806"
994,NGC6215,G,16:51:06.81,-58:59:36.5,Ara,2.64,2.34,11.16,11.89,11.16,https://en.wikipedia.org/wiki/NGC_6215,,"2MASX J16510681-5859364,ESO 137-046,ESO-LV 137-0460,IRAS 16467-5854,PGC 059112"
995,NGC6015,G,15:51:25.23,+62:18:36.1,Dra,5.81,2.57,11.17,11.61,11.17,https://en.wikipedia.org/wiki/NGC_6015,,"2MASX J15512523+6218361,IRAS 15506+6227,MCG +10-23-003,PGC 056219,UGC 10075"
996,NGC2366,G,07:28:54.66,+69:12:56.8,Cam,4.37,1.44,11.17,11.56,11.17,https://en.wikipedia.org/wiki/NGC_2366,,"IRAS 07233+6917,MCG +12-07-040,PGC 021102,UGC 03851"
997,NGC1255,G,03:13:32.04,-25:43:30.6,For,4.05,2.24,11.17,11.6,11.17,https://en.wikipedia.org/wiki/NGC_1255,,"2MASX J03133204-2543306,ESO 481-013,ESO-LV 481-0130,IRAS 03113-2554,MCG -04-08-050,PGC 012007,UGCA 060"
998,NGC3423,G,10:51:14.33,+05:50:24.1,Sex,3.56,3.03,11.17,11.61,11.17,https://en.wikipedia.org/wiki/NGC_3423,,"2MASX J10511434+0550243,MCG +01-28-012,PGC 032529,SDSS J105114.32+055024.0,SDSS J105114.33+055024.1,UGC 05962"
999,NGC4027,G,11:59:30.17,-19:15:54.8,Crv,3.54,2.8,11.17,11.58,11.17,https://en.wikipedia.org/wiki/NGC_4027,,"2MASX J11593016-1915546,ESO 572-037,ESO-LV 572-0370,IRAS 11569-1859,MCG -03-31-008,PGC 037773,UGCA 260"
1000,NGC7713,G,23:36:14.99,-37:56:17.1,Scl,4.91,2.13,11.18,11.49,11.18,https://en.wikipedia.org/wiki/NGC_7713,,"2MASX J23361515-3756221,ESO 347-028,ESO-LV 347-0280,MCG -06-51-013,PGC 071866"
